nb_downl,Surname,First,nb_pages,Author_clean,Students,nb_works,h_index,Author,nb_cit,vn_award,clark,nobel,Country,top10_shangai_yn
865,Fudenberg,Drew,2432,Drew Fudenberg,13.5,366,43,"Drew Fudenberg Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",7888,0,0,0,(USA),1
863,Bourguignon,Francois,1921,Francois J. Bourguignon,17.5,317,30,"Francois J. Bourguignon Paris School of Economics, Paris, France",4210,0,0,0, France,0
861,Guner,Nezih,831,Nezih Guner,4.0,158,16,"Nezih Guner Centro de Estudios Monetarios y Financieros (CEMFI), Madrid, Spain",1203,0,0,0, Spain,0
857,Romer,David,1164,David Romer,2.5,113,33,"David Romer Department of Economics, University of California-Berkeley, Berkeley, California (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",10379,0,0,0,(USA),1
852,Mignon,Valerie,1629,Valerie Mignon,2.0,351,22,"Valerie Mignon EconomiX, Université Paris-Nanterre (Paris X), Nanterre, France",1614,0,0,0, France,0
852,Timmermann,Allan,1598,Allan Timmermann,3.5,191,44,"Allan Timmermann Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",5763,0,0,0,(USA),0
848,Fontagne,Lionel,1578,Lionel Fontagne,18.0,521,23,"Lionel Fontagne Centre d'Économie de la Sorbonne, Université Paris 1 (Panthéon-Sorbonne), Paris, France",2291,0,0,0, France,0
846,Robinson,Sherman,1941,Sherman Robinson,1.5,292,25,"Sherman Robinson International Food Policy Research Institute (IFPRI), Washington, District of Columbia (USA)",2216,0,0,0,(USA),0
843,A,Christopher,935,Christopher A,5.5,182,29,"Christopher A Pissarides Economics Department, London School of Economics (LSE), London, United KingdomDepartment of Economics, Faculty of Economics and Management, University of Cyprus, Nicosia, Cyprus",7391,0,0,0, Cyprus,1
839,Ball,Laurence,1020,Laurence Ball,1.5,161,34,"Laurence Ball Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)",4491,0,0,0,(USA),0
838,Morris,Stephen,1877,Stephen Morris,3.0,397,31,"Stephen Morris Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",4290,0,0,0,(USA),1
837,Andrew,Edward,1082,Edward Andrew,7.5,156,29,"Edward Andrew Miguel Department of Economics, University of California-Berkeley, Berkeley, California (USA)",3846,0,0,0,(USA),1
836,Hommes,Cars,1744,Cars Hommes,0.5,247,28,"Cars Hommes Center for Nonlinear Dynamics in Economics and Finance (CeNDEF), Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, Netherlands",3988,0,0,0, Netherlands,0
836,Lewbel,Arthur,1365,Arthur Lewbel,10.0,190,27,"Arthur Lewbel Department of Economics, Boston College, Chestnut Hill, Massachusetts (USA)",2823,0,0,0,(USA),0
835,Engel,Charles,1322,Charles Engel,2.5,261,38,"Charles Engel Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)",5902,0,0,0,(USA),0
834,Nelson,Richard,1278,Richard R. Nelson,1.5,131,34,"Richard R. Nelson School of International and Public Affairs (SIPA), Columbia University, New York City, New York (USA)",6194,0,0,0,(USA),1
834,Overman,Henry,766,Henry G. Overman,1.5,221,25,"Henry G. Overman Department of Geography and Environment, London School of Economics (LSE), London, United Kingdom",2322,0,0,0, United Kingdom,1
833,Gersbach,Hans,2469,Hans Gersbach,2.0,361,17,"Hans Gersbach CER-ETH Center of Economic Research, Department of Management, Technology and Economics (D-MTEC), Eidgenössische Technische Hochschule Zürich (ETHZ), Zürich, SwitzerlandInstitute of Labor Economics (IZA), Bonn, Germany",941,0,0,0, Germany,0
832,Boadway,Robin,2568,Robin W. Boadway,3.5,328,24,"Robin W. Boadway Economics Department, Queen's University, Kingston, Canada",2480,0,0,0, Canada,0
832,Overgaard,Morten,757,Morten Overgaard,17.0,138,26,"Morten Overgaard Ravn Department of Economics, University College London (UCL), London, United Kingdom",2927,0,0,0, United Kingdom,0
831,M,David,1867,David M,0.5,313,25,"David M Newbery Energy Policy Research Group, Judge Business School, University of Cambridge, Cambridge, United Kingdom",3036,0,0,0, United Kingdom,0
831,Andrew,Jeffrey,965,Jeffrey Andrew,16.5,113,26,"Jeffrey Andrew Smith Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)",4518,0,0,0,(USA),0
829,Schmalensee,Richard,1565,Richard Schmalensee,1.0,180,30,"Richard Schmalensee Center for Energy and Environmental Policy Research (CEEPR), Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",3584,0,0,0,(USA),1
817,Hanushek,Eric,2088,Eric A. Hanushek,1.0,295,41,"Eric A. Hanushek Hoover Institution on War Revolution & Peace, Stanford University, Stanford, California (USA)",6792,0,0,0,(USA),1
812,Stein,Jeremy,1215,Jeremy C. Stein,3.0,156,47,"Jeremy C. Stein Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",11395,0,0,0,(USA),1
811,Gale,Douglas,1554,Douglas Gale,6.0,183,33,"Douglas Gale Department of Economics, New York University (NYU), New York City, New York (USA)",4577,0,0,0,(USA),1
810,John,Stephen,1582,Stephen John,9.0,190,36,"Stephen John Nickell Economics Group, Nuffield College, Department of Economics, Oxford University, Oxford, United KingdomDepartment of Economics, Oxford University, Oxford, United Kingdom",9454,0,0,0, United Kingdom,0
809,Charles,Eswar,1314,Eswar Prasad Charles,2.0,205,33,"Eswar Prasad Charles H. Dyson School of Applied Economics and Management, Cornell University, Ithaca, New York (USA)",4644,0,0,0,(USA),0
802,Myerson,Roger,1295,Roger B. Myerson,6.0,147,25,"Roger B. Myerson Harris School of Public Policy, University of Chicago, Chicago, Illinois (USA)",4184,0,0,1,(USA),1
800,Andreoni,James,952,James Andreoni,7.0,173,38,"James Andreoni Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",8531,0,0,0,(USA),0
800,Rotemberg,Julio,1392,Julio J. Rotemberg,0.5,170,36,Julio J. Rotemberg †,6630,0,0,0,None,0
797,Klemperer,Paul,883,Paul Klemperer,2.0,126,29,Paul Klemperer,5400,0,0,0,Paul Klemperer,0
797,Frijters,Paul,1137,Paul Frijters,3.0,215,21,"Paul Frijters Department of Social Policy, London School of Economics (LSE), London, United Kingdom",4020,0,0,0, United Kingdom,1
795,Harvey,Andrew,1086,Andrew C. Harvey,9.5,153,30,"Andrew C. Harvey Faculty of Economics, University of Cambridge, Cambridge, United Kingdom",3968,0,0,0, United Kingdom,0
794,Kumbhakar,Subal,3194,Subal C. Kumbhakar,2.5,266,26,"Subal C. Kumbhakar Department of Economics, State University of New York-Binghamton (SUNY), Binghamton, New York (USA)",3129,0,0,0,(USA),0
794,Greenstone,Michael,1246,Michael Greenstone,3.0,129,29,"Michael Greenstone Department of Economics, University of Chicago, Chicago, Illinois (USA)",3396,0,0,0,(USA),1
793,Benigno,Pierpaolo,968,Pierpaolo Benigno,1.0,121,21,"Pierpaolo Benigno Department Volkswirtschaftlehre, Universität Bern, Bern, Switzerland",2062,0,0,0, Switzerland,0
789,Eaton,Jonathan,1160,Jonathan Eaton,3.0,181,32,"Jonathan Eaton Department of Economics, Pennsylvania State University, State College, Pennsylvania (USA)",6820,0,0,0,(USA),0
788,Perron,Pierre,2333,Pierre Perron,9.5,285,36,"Pierre Perron Department of Economics, Boston University, Boston, Massachusetts (USA)",14578,0,0,0,(USA),0
786,Neary,J.,1464,J. Peter Neary,9.0,308,30,"J. Peter Neary Department of Economics, Oxford University, Oxford, United Kingdom",3933,0,0,0, United Kingdom,0
786,Brock,William,1840,William A. Brock,4.5,265,34,"William A. Brock Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)Economics Department, University of Missouri, Columbia, Missouri (USA)",5860,0,0,0,(USA),0
784,Durlauf,Steven,1268,Steven N. Durlauf,21.0,217,32,"Steven N. Durlauf Harris School of Public Policy, University of Chicago, Chicago, Illinois (USA)",5619,0,0,0,(USA),1
783,Buchanan,James,1562,James M. Buchanan,2.0,194,20,James M. Buchanan †,1896,0,0,1,Italy,0
779,Deardorff,Alan,1335,Alan V. Deardorff,15.0,254,23,"Alan V. Deardorff Economics Department, University of Michigan, Ann Arbor, Michigan (USA)",2041,0,0,0,(USA),0
779,Devereux,Paul,766,Paul J. Devereux,2.5,176,23,"Paul J. Devereux School of Economics, University College Dublin, Dublin, Ireland",2553,0,0,0, Ireland,0
777,Brandt,Loren,932,Loren Brandt,2.0,117,21,"Loren Brandt Department of Economics, University of Toronto, Toronto, Canada",1741,0,0,0, Canada,0
774,Canova,Fabio,1581,Fabio Canova,7.5,213,36,"Fabio Canova Institutt for samfunnsøkonomi, BI Handelshøyskolen, Oslo, Norway",4483,0,0,0, Norway,0
770,Suedekum,Jens,1008,Jens Suedekum,2.0,209,17,"Jens Suedekum Düsseldorf Institute for Competition Economics (DICE), Wirtschaftswissenschaftliche Fakultät, Heinriche-Heine-Universität Düsseldorf, Düsseldorf, Germany",993,0,0,0, Germany,0
768,Mohnen,Pierre,1191,Pierre Mohnen,1.0,258,21,"Pierre Mohnen United Nations University-Maastricht Economic Research Institute of Innovation and Technology (UNU-MERIT), Maastricht, Netherlands",1901,0,0,0, Netherlands,0
768,Athukorala,Prema-chandra,1807,Prema-chandra Athukorala,3.0,232,16,"Prema-chandra Athukorala Arndt-Corden Department of Economics, Crawford School of Public Policy, Australian National University, Canberra, Australia",1088,0,0,0, Australia,0
766,Rey,Patrick,1236,Patrick Rey,4.0,183,26,"Patrick Rey Institut d'Économie Industrielle (IDEI), Toulouse School of Economics (TSE), Toulouse, France",2336,0,0,0, France,0
766,Pfaffermayr,Michael,1658,Michael Pfaffermayr,3.0,200,19,"Michael Pfaffermayr Fakultät für Volkswirtschaft und Statistik, Leopold-Franzens-Universität Innsbruck, Innsbruck, Austria",1545,0,0,0, Austria,0
763,Altonji,Joseph,926,Joseph G. Altonji,5.0,112,30,"Joseph G. Altonji Economics Department, Yale University, New Haven, Connecticut (USA)",4841,0,0,0,(USA),1
763,West,Kenneth,985,Kenneth D. West,9.5,175,28,"Kenneth D. West Economics Department, University of Wisconsin-Madison, Madison, Wisconsin (USA)",9709,0,0,0,(USA),0
760,Cheung,Yin-Wong,1979,Yin-Wong Cheung,1.0,282,32,"Yin-Wong Cheung Department of Economics and Finance, College of Business, City University, Kowloon, Hong Kong",3881,0,0,0, Hong Kong,0
760,Lucey,Brian,1611,Brian M. Lucey,1.0,194,26,"Brian M. Lucey School of Business, Trinity College Dublin, Dublin, Ireland",2486,0,0,0, Ireland,0
760,Zilibotti,Fabrizio,1207,Fabrizio Zilibotti,2.0,226,31,"Fabrizio Zilibotti Economics Department, Yale University, New Haven, Connecticut (USA)",3649,0,0,0,(USA),1
759,Beaudry,Paul,1559,Paul Beaudry,6.5,184,23,"Paul Beaudry Vancouver School of Economics, University of British Columbia, Vancouver, Canada",2235,0,0,0, Canada,0
745,Veugelers,Reinhilde,1596,Reinhilde Veugelers,2.5,214,24,"Reinhilde Veugelers Onderzoekseenheid Bedrijfseconomie, Strategie en Innovatie, Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium",2862,0,0,0, Belgium,0
741,Cochrane,John,1474,John H. Cochrane,2.5,124,32,"John H. Cochrane Hoover Institution on War Revolution & Peace, Stanford University, Stanford, California (USA)",6229,0,0,0,(USA),1
736,Manski,Charles,1939,Charles F. Manski,3.0,248,35,"Charles F. Manski Department of Economics, Northwestern University, Evanston, Illinois (USA)Institute for Policy Research (IPR), Northwestern University, Evanston, Illinois (USA)",6238,0,0,0,(USA),0
735,Farrell,Joseph,908,Joseph Farrell,1.5,174,29,"Joseph Farrell Department of Economics, University of California-Berkeley, Berkeley, California (USA)",3867,0,0,0,(USA),1
734,Ernest,Robert,1689,Robert Ernest,4.5,215,36,"Robert Ernest Hall Department of Economics, Stanford University, Stanford, California (USA)",11073,0,0,0,(USA),1
733,Algan,Yann,930,Yann Algan,2.0,246,22,"Yann Algan Department of Economics, Sciences économiques, Sciences Po, Paris, France",1623,0,0,0, France,0
730,David,Paul,1313,Paul A. David,6.0,185,22,"Paul A. David Department of Economics, Stanford University, Stanford, California (USA)",3028,0,0,0,(USA),1
729,Anderson,Simon,1331,Simon Anderson,5.0,208,29,"Simon Anderson Department of Economics, University of Virginia, Charlottesville, Virginia (USA)",2404,0,0,0,(USA),0
724,Lusk,Jayson,2873,Jayson L. Lusk,4.0,341,27,"Jayson L. Lusk Department of Agricultural Economics, Purdue University, West Lafayette, Indiana (USA)",2816,0,0,0,(USA),0
723,Levchenko,Andrei,900,Andrei A. Levchenko,7.0,158,21,"Andrei A. Levchenko Economics Department, University of Michigan, Ann Arbor, Michigan (USA)",1812,0,0,0,(USA),0
717,Anthony,Richard,1528,Richard Anthony,0.5,175,25,"Richard Anthony Kneller School of Economics, University of Nottingham, Nottingham, United Kingdom",2790,0,0,0, United Kingdom,0
715,Research,James,1217,James Bullard Research,0.5,454,19,"James Bullard Research Division, Federal Reserve Bank of St. Louis, St. Louis, Missouri (USA)",1468,0,0,0,(USA),0
714,Sarno,Lucio,2014,Lucio Sarno,2.5,190,33,"Lucio Sarno Judge Business School, University of Cambridge, Cambridge, United Kingdom",4661,0,0,0, United Kingdom,0
709,Dionne,Georges,2263,Georges Dionne,1.0,431,19,"Georges Dionne HEC Montréal (École des Hautes Études Commerciales), Montréal, Canada",1353,0,0,0, Canada,0
709,Goldin,Claudia,1280,Claudia Goldin,4.0,207,33,"Claudia Goldin Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",4520,0,0,0,(USA),1
708,Miller,Stephen,2223,Stephen M. Miller,5.0,375,23,"Stephen M. Miller Department of Economics, Lee School of Business, University of Nevada-Las Vegas, Las Vegas, Nevada (USA)Department of Economics, University of Connecticut, Storrs, Connecticut (USA)",2146,0,0,0,(USA),0
706,Basu,Kaushik,1509,Kaushik Basu,15.0,261,23,"Kaushik Basu Department of Economics, Cornell University, Ithaca, New York (USA)",2319,0,0,0,(USA),0
706,Burnside,Craig,880,Craig Burnside,4.0,118,27,"Craig Burnside Department of Economics, Duke University, Durham, North Carolina (USA)",3325,0,0,0,(USA),0
703,Bussiere,Matthieu,794,Matthieu Bussiere,2.5,124,23,"Matthieu Bussiere Banque de France, Paris, France",1454,0,0,0, France,0
703,Walsh,Carl,1394,Carl Walsh,5.0,179,21,"Carl Walsh Economics Department, University of California-Santa Cruz (UCSC), Santa Cruz, California (USA)",2660,0,0,0,(USA),0
701,van,Jeroen,2205,Jeroen C.J.M. van,1.0,253,25,"Jeroen C.J.M. van den Bergh Departament d'Economia i Història Econòmica, Universitat Autònoma de Barcelona, Barcelona Graduate School of Economics (Barcelona GSE), Barcelona, Spain",2404,0,0,0, Spain,0
700,Favero,Carlo,1109,Carlo Favero,0.5,203,27,"Carlo Favero Dipartimento di Finanza, Università Commerciale Luigi Bocconi, Milano, Italy",2436,0,0,0, Italy,0
699,Antras,Pol,842,Pol Antras,6.0,117,20,"Pol Antras Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",2243,0,0,0,(USA),1
696,James,Timothy,1537,Timothy James,1.5,199,21,"Timothy James Coelli Centre for Efficiency and Productivity Analysis (CEPA), School of Economics, University of Queensland, Brisbane, Australia",3682,0,0,0, Australia,0
695,Storesletten,Kjetil,879,Kjetil Storesletten,3.0,114,23,"Kjetil Storesletten Økonomisk institutt, Universitetet i Oslo, Oslo, Norway",2528,0,0,0, Norway,0
695,Leamer,Edward,1092,Edward E. Leamer,4.0,133,27,"Edward E. Leamer Center for Global Management, Anderson Graduate School of Management, University of California-Los Angeles (UCLA), Los Angeles, California (USA)Department of Economics, University of California-Los Angeles (UCLA), Los Angeles, California (USA)",3066,0,0,0,(USA),0
693,Arnott,Richard,1827,Richard J. Arnott,9.5,253,31,"Richard J. Arnott Department of Economics, University of California-Riverside, Riverside, California (USA)",2984,0,0,0,(USA),0
691,Karl,Wolfgang,2606,Wolfgang Karl,22.5,528,26,"Wolfgang Karl Hardle Institut für Statistik und Ökonometrie (ISÖ), Wirtschaftswissenschaftliche Fakultät, Humboldt-Universität Berlin, Berlin, GermanyCenter for Applied Statistics and Econometrics (CASE), Humboldt-Universität Berlin, Berlin, Germany",2569,0,0,0, Germany,0
691,Czarnitzki,Dirk,1207,Dirk Czarnitzki,3.0,201,27,"Dirk Czarnitzki Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, BelgiumOnderzoekseenheid Bedrijfseconomie, Strategie en Innovatie, Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium",2058,0,0,0, Belgium,0
691,Boucekkine,Raouf,1368,Raouf Boucekkine,16.5,475,18,"Raouf Boucekkine Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM), École d'Économie d'Aix-Marseille, Aix-Marseille Université, Marseille, France",1366,0,0,0, France,0
690,Voth,Hans-Joachim,943,Hans-Joachim Voth,2.5,180,18,"Hans-Joachim Voth UBS International Center of Economics in Society, Institut für Volkswirtschaftslehre, Wirtschaftswissenschaftliche Fakutät, Universität Zürich, Zürich, SwitzerlandWirtschaftswissenschaftliche Fakutät, Universität Zürich, Zürich, Switzerland",1049,0,0,0, Switzerland,0
685,Hines,James,979,James R. Hines,10.0,175,31,"James R. Hines Jr.Economics Department, University of Michigan, Ann Arbor, Michigan (USA)",3332,0,0,0,(USA),0
685,Saint-Paul,Gilles,4500,Gilles Saint-Paul,13.0,538,21,"Gilles Saint-Paul Paris School of Economics, Paris, France",2400,0,0,0, France,0
684,Moffitt,Robert,1900,Robert Moffitt,5.0,224,35,"Robert Moffitt Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)",4564,0,0,0,(USA),0
683,D,Christopher,868,Christopher D,7.5,166,32,"Christopher D Carroll Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",4513,0,0,0,(USA),0
680,Blau,Francine,992,Francine Blau,2.0,125,28,"Francine Blau Department of Economics, Cornell University, Ithaca, New York (USA)",3178,0,0,0,(USA),0
680,Rietveld,Piet,3427,Piet Rietveld,14.0,465,29,Piet Rietveld †,3294,0,0,0,None,0
679,J,Stephen,5501,Stephen J,5.0,423,34,"Stephen J Turnovsky Department of Economics, University of Washington, Seattle, Washington (USA)",3721,0,0,0,(USA),0
677,Vegh,Carlos,894,Carlos A. Vegh,1.5,146,29,"Carlos A. Vegh International Economics Department, School of Advanced International Studies, Johns Hopkins University, Washington, District of Columbia (USA)",3795,0,0,0,(USA),0
677,Wieland,Volker,883,Volker Wieland,1.5,227,25,"Volker Wieland Fachbereich Wirtschaftswissenschaft, Goethe Universität Frankfurt am Main, Frankfurt am Main, Germany",2553,0,0,0, Germany,0
676,"https://www.tilburguniversity.edu/research/economics-and-management/graduate-school,",Sylvester,1011,"Sylvester Eijffinger https://www.tilburguniversity.edu/research/economics-and-management/graduate-school,",2.0,384,23,"Sylvester Eijffinger https://www.tilburguniversity.edu/research/economics-and-management/graduate-school, School of Economics and Management, Universiteit van Tilburg, Tilburg, Netherlands",1874,0,0,0, Netherlands,0
676,Department,Michele,919,Michele Boldrin Department,8.0,151,23,"Michele Boldrin Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)",2423,0,0,0,(USA),0
675,Lo,Andrew,1477,Andrew W. Lo,0.5,140,31,"Andrew W. Lo Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",5604,0,0,0,(USA),1
669,MacDonald,Ronald,2613,Ronald MacDonald,1.0,341,31,"Ronald MacDonald Department of Economics, Adam Smith Business School, University of Glasgow, Glasgow, United Kingdom",3252,0,0,0, United Kingdom,0
669,Stengos,Thanasis,1806,Thanasis Stengos,7.5,268,22,"Thanasis Stengos Department of Economics and Finance, Gordon Lang School of Business and Economics, University of Guelph, Guelph, Canada",2097,0,0,0, Canada,0
669,Winter-Ebmer,Rudolf,1167,Rudolf Winter-Ebmer,1.5,299,25,"Rudolf Winter-Ebmer Institut für Volkswirtschaftslehre, Johannes-Kepler-Universität Linz, Linz, Austria",1859,0,0,0, Austria,0
668,Cecchetti,Stephen,1188,Stephen Cecchetti,2.0,173,34,"Stephen Cecchetti Department of Economics, International Business School, Brandeis University, Waltham, Massachusetts (USA)",3731,0,0,0,(USA),0
667,Rubinstein,Ariel,1066,Ariel Rubinstein,1.0,220,34,"Ariel Rubinstein Eitan Berglas School of Economics, Tel Aviv University, Tel Aviv, Israel",5535,0,0,0, Israel,0
666,Bekaert,Geert,2179,Geert Bekaert,1.0,177,46,"Geert Bekaert Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)",10102,0,0,0,(USA),1
666,Shogren,Jason,3250,Jason Shogren,3.0,542,36,"Jason Shogren Department of Economics, College of Business, University of Wyoming, Laramie, Wyoming (USA)",4666,0,0,0,(USA),0
665,Gennaioli,Nicola,1035,Nicola Gennaioli,0.5,154,21,"Nicola Gennaioli Dipartimento di Finanza, Università Commerciale Luigi Bocconi, Milano, Italy",1905,0,0,0, Italy,0
664,Roth,Alvin,2174,Alvin E. Roth,9.0,232,40,"Alvin E. Roth Department of Economics, Stanford University, Stanford, California (USA)",6263,1,0,1,(USA),1
663,Madsen,Jakob,2157,Jakob B. Madsen,3.5,196,16,"Jakob B. Madsen Department of Economics, Business School, University of Western Australia, Perth, Australia",1049,0,0,0, Australia,0
663,Edward,Lee,895,Lee Edward,13.5,141,23,"Lee Edward Ohanian Department of Economics, University of California-Los Angeles (UCLA), Los Angeles, California (USA)",2416,0,0,0,(USA),0
662,Ockenfels,Axel,817,Axel Ockenfels,1.0,142,25,"Axel Ockenfels Staatswissenschaftliches Seminar, Wirtschafts- und Sozialwissenschaftliche Fakultät, Universität zu Köln, Köln, Germany",3619,0,0,0, Germany,0
662,Robert,Menzie,1580,Menzie Chinn Robert,0.5,281,38,"Menzie Chinn Robert M. La Follette School of Public Affairs, University of Wisconsin-Madison, Madison, Wisconsin (USA)",5776,0,0,0,(USA),0
655,Levine,David,1949,David Knudsen Levine,14.5,424,34,"David Knudsen Levine Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)Robert Schuman Centre for Advanced Studies (RSCAS), European University Institute, Firenze, Italy",4810,0,0,0, Italy,0
654,Bardhan,Pranab,1305,Pranab K. Bardhan,2.5,204,26,"Pranab K. Bardhan Department of Economics, University of California-Berkeley, Berkeley, California (USA)",3100,0,0,0,(USA),1
653,van,Gerard,1728,Gerard J. van,5.0,371,30,"Gerard J. van den Berg Faculteit Economie en Bedrijfskunde, Rijksuniversiteit Groningen, Groningen, Netherlands",3243,0,0,0, Netherlands,0
652,Jullien,Bruno,1098,Bruno Jullien,7.0,175,19,"Bruno Jullien Toulouse School of Economics (TSE), Toulouse, France",1772,0,0,0, France,0
652,Hsiao,Cheng,1825,Cheng Hsiao,2.5,179,23,"Cheng Hsiao Department of Economics, University of Southern California, Los Angeles, California (USA)",2707,0,0,0,(USA),0
650,Paul,John,943,John Paul,0.5,120,17,"John Paul Dunne Southern Africa Labour and Development Research Unit (SALDRU), School of Economics, Faculty of Commerce, University of Cape Town, Cape Town, South Africa",1077,0,0,0, South Africa,0
649,Kotlikoff,Laurence,1681,Laurence J. Kotlikoff,3.0,388,33,"Laurence J. Kotlikoff Department of Economics, Boston University, Boston, Massachusetts (USA)",4314,0,0,0,(USA),0
648,de,David,1771,David de,11.5,358,23,"David de la Croix Institut de Recherche Économique et Sociale (IRES), Louvain Institute of data Analysis and Modelling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium",2093,0,0,0, Belgium,0
648,Hellwig,Martin,1586,Martin F. Hellwig,16.0,211,22,"Martin F. Hellwig Max-Planck-Institut zur Erforschung von Gemeinschaftsgütern, Max-Planck-Gesellschaft, Bonn, Germany",2625,0,0,0, Germany,0
648,Gale,Jeffrey,1411,Jeffrey Gale,4.0,243,28,Jeffrey Gale Williamson,2819,0,0,0,Jeffrey Gale Williamson,0
648,Brunello,Giorgio,1551,Giorgio Brunello,1.0,234,25,"Giorgio Brunello Dipartimento di Scienze Economiche ""Marco Fanno"", Università degli Studi di Padova, Padova, Italy",1930,0,0,0, Italy,0
644,Chari,Varadarajan,1042,Varadarajan Chari,12.5,189,32,"Varadarajan Chari Department of Economics, University of Minnesota, Minneapolis, Minnesota (USA)Research Department, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota (USA)",4656,0,0,0,(USA),0
642,Edenhofer,Ottmar,1393,Ottmar Edenhofer,9.0,156,18,"Ottmar Edenhofer Mercator Research Institute on Global Commons and Climate Change (MCC), Berlin, GermanyFakultät Wirtschaft und Management, Technische Universität Berlin, Berlin, Germany",1314,0,0,0, Germany,0
642,Davies,Ronald,942,Ronald Davies,1.0,196,15,"Ronald Davies School of Economics, University College Dublin, Dublin, Ireland",1024,0,0,0, Ireland,0
639,Owen,Robert,1511,Robert Owen,1.0,177,27,"Robert Owen Mendelsohn Economics Department, Yale University, New Haven, Connecticut (USA)",2813,0,0,0,(USA),1
639,Jeanne,Olivier,928,Olivier Jeanne,0.5,160,31,"Olivier Jeanne Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)",3089,0,0,0,(USA),0
639,Wyplosz,Charles,960,Charles Wyplosz,15.0,183,21,"Charles Wyplosz International Economics Section, The Graduate Institute of International and Development Studies, Genève, Switzerland",2419,0,0,0, Switzerland,0
638,Konings,Jozef,1064,Jozef Konings,1.0,225,24,"Jozef Konings Management School, University of Liverpool, Liverpool, United Kingdom",2077,0,0,0, United Kingdom,0
638,Kocherlakota,Narayana,921,Narayana Kocherlakota,11.0,258,26,"Narayana Kocherlakota Economics Department, University of Rochester, Rochester, New York (USA)",2702,0,0,0,(USA),0
637,Ghatak,Maitreesh,1057,Maitreesh Ghatak,5.0,136,21,"Maitreesh Ghatak Economics Department, London School of Economics (LSE), London, United Kingdom",2038,0,0,0, United Kingdom,1
632,Warren,Thomas,2359,Thomas Warren,4.5,404,25,"Thomas Warren Hertel Center for Global Trade Analysis (GTAP), Department of Agricultural Economics, Purdue University, West Lafayette, Indiana (USA)",3108,0,0,0,(USA),0
632,de,Alain,1917,Alain de,4.0,275,25,"Alain de Janvry Department of Agricultural and Resource Economics, University of California-Berkeley, Berkeley, California (USA)Goldman School of Public Policy, University of California-Berkeley, Berkeley, California (USA)",2855,0,0,0,(USA),1
631,Schmidt,Peter,1231,Peter Schmidt,3.0,141,31,"Peter Schmidt Economics Department, Michigan State University, East Lansing, Michigan (USA)",10642,0,0,0,(USA),0
630,K.,Donald,2153,Donald W. K.,5.0,204,40,"Donald W. K. Andrews Economics Department, Yale University, New Haven, Connecticut (USA)Cowles Foundation for Research in Economics, Yale University, New Haven, Connecticut (USA)",10015,0,0,0,(USA),1
629,Verdier,Thierry,2029,Thierry A. Verdier,10.0,416,32,"Thierry A. Verdier Paris School of Economics, Paris, France",4164,0,0,0, France,0
627,Winters,L.,1584,L. Alan Winters,4.0,240,25,"L. Alan Winters Department of Economics, Sussex Business School, University of Sussex, Brighton, United Kingdom",2275,0,0,0, United Kingdom,0
625,Bandiera,Oriana,961,Oriana Bandiera,3.0,133,22,"Oriana Bandiera Economics Department, London School of Economics (LSE), London, United KingdomSuntory and Toyota International Centres for Economics and Related Disciplines (STICERD), London School of Economics (LSE), London, United Kingdom",2218,0,0,0, United Kingdom,1
625,Alexandre,Jose,1480,Jose Alexandre,18.5,141,37,"Jose Alexandre Scheinkman Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",6657,0,0,0,(USA),1
624,Rigobon,Roberto,975,Roberto Rigobon,1.5,130,30,"Roberto Rigobon Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",3112,0,0,0,(USA),1
