Rank,Author,Score
1373,"Fabiano  Schivardi Istituto Einaudi per l'Economia e la Finanza (EIEF), Roma, ItalyDipartimento di Economia e Finanza (DEF), Libera Università Internazionale degli Studi Sociali Guido Carli (LUISS), Roma, Italy",162
1373,"Robert  Lehmann ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, Germany",162
1373,"Alessandro  Rebucci Carey Business School, Johns Hopkins University, Baltimore, Maryland (USA)",162
1373,"Ching-chong  Lai Institute of Economics, Academia Sinica, Taipei, Taiwan",162
1395,"Michele  Moretto Dipartimento di Scienze Economiche ""Marco Fanno"", Università degli Studi di Padova, Padova, Italy",161
1395,Bezalel  Peleg †,161
1395,"Oleksandr  Talavera Department of Economics, University of Birmingham, Birmingham, United Kingdom",161
1395,"Francesco  Pastore Dipartimento di Economia, Università degli Studi della Campania ""Luigi Vanvitelli"", Capua, Italy",161
1395,"Laurence  Ball Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)",161
1395,"Fukunari  Kimura Faculty of Economics, Keio University, Tokyo, Japan",161
1395,"Richard David Portes Department of Economics, London Business School (LBS), London, United Kingdom",161
1395,"Guanghua  Wan Asian Development Bank, Manila, Philippines",161
1395,"Karl  Whelan School of Economics, University College Dublin, Dublin, Ireland",161
1395,"Oliver D. Hart Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",161
1395,"Edward  Tower Department of Economics, Duke University, Durham, North Carolina (USA)Faculty of Economics, Chulalongkorn University, Bangkok, Thailand",161
1395,"Robert S. Pindyck Sloan School of Management, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",161
1407,"Timothy  Cason Department of Economics, Krannert School of Management, Purdue University, West Lafayette, Indiana (USA)",160
1407,"Sebnem  Kalemli-Ozcan Department of Economics, University of Maryland, College Park, Maryland (USA)",160
1407,"Rabah  Arezki Research Department, International Monetary Fund (IMF), Washington, District of Columbia (USA)",160
1407,"Olivier  Jeanne Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)",160
1407,"Morten Orregaard Nielsen Economics Department, Queen's University, Kingston, Canada",160
1407,"Stephen  Leybourne School of Economics, University of Nottingham, Nottingham, United Kingdom",160
1407,"Thiess  Buttner Wirtschafts- und Sozialwissenschaftliche Fakultät, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen-Nürnberg, Germany",160
1407,"C. Richard Shumway School of Economic Sciences, Washington State University, Pullman, Washington (USA)",160
1407,"Mario  Larch Rechts- und Wirtschaftswissenschaftliche Fakultät, Universität Bayreuth, Bayreuth, Germany",160
1407,"Wilbert H van der Klaauw Research and Statistics Group, Federal Reserve Bank of New York, New York City, New York (USA)",160
1407,"Frances  Stewart Department of International Development (Queen Elizabeth House), Oxford University, Oxford, United Kingdom",160
1407,Roger Benedict Newson,160
1407,"Harris  Dellas Department Volkswirtschaftlehre, Universität Bern, Bern, Switzerland",160
1407,"Michele  Fratianni Dipartimento di Scienze Economiche e Sociali, Facoltà di Economia ""Giorgio Fuà"", Università Politecnica delle Marche, Ancona, ItalyMoney and Finance Research group (Mo.Fi.R.), Ancona, Italy",160
1407,"Huw David Dixon Cardiff Business School, Cardiff University, Cardiff, United Kingdom",160
1422,"Alfredo Marvao Pereira Department of Economics, College of William and Mary, Williamsburg, Virginia (USA)",159
1422,"Yannis M. Ioannides Department of Economics, Tufts University, Medford, Massachusetts (USA)",159
1422,"Bhaskar  Dutta Economics, Ashoka University, Sonepat, India",159
1422,"Robert G Chambers Department of Agricultural and Resource Economics, University of Maryland, College Park, Maryland (USA)",159
1422,"Pablo  Fernandez IESE Business School, Universidad de Navarra, Barcelona, Spain",159
1422,"John M. Hartwick Economics Department, Queen's University, Kingston, Canada",159
1422,Suzanne  Scotchmer †,159
1422,"Fabrice  Etile Paris School of Economics, Paris, France",159
1422,"Andrew Theo Levin Economics Department, Dartmouth College, Hanover, New Hampshire (USA)",159
1422,"Daniel  Friedman Economics Department, University of California-Santa Cruz (UCSC), Santa Cruz, California (USA)",159
1422,Reinhard  Selten †,159
1422,"Dawn Nicole Holland Department of Economic and Social Affairs, United Nations, New York City, New York (USA)",159
1422,"T. Paul Schultz Economic Growth Center, Economics Department, Yale University, New Haven, Connecticut (USA)",159
1422,Kajal  Lahiri,159
1422,"Tommaso  Proietti Dipartimento di Economia e Finanza, Facoltà di Economia, Università degli Studi di Roma ""Tor Vergata"", Roma, Italy",159
1437,"Volker  Nitsch Fachbereich Rechts- und Wirtschaftswissenschaften, Technische Universität Darmstadt, Darmstadt, Germany",158
1437,"Aurora Amelia Castro Teixeira Faculdade de Economia, Universidade do Porto, Porto, Portugal",158
1437,"Nicolas  Vieille HEC Paris (École des Hautes Études Commerciales), Jouy-en-Josas, France",158
1437,"Jianjun  Miao Department of Economics, Boston University, Boston, Massachusetts (USA)",158
1437,"David L. Debertin Department of Agricultural Economics, University of Kentucky, Lexington, Kentucky (USA)",158
1437,"Tao  Zha Center for Quantitative Economic Research (CQER), Federal Reserve Bank of Atlanta, Atlanta, Georgia (USA)",158
1437,"Federico  Etro Dipartimento di Scienze per l'Economia e l'Impresa, Scuola di Economia e Management, Università degli Studi di Firenze, Firenze, Italy",158
1437,"John  Tatom Institute for Applied Economics, Global Health, and the Study of Business Enterprise, Johns Hopkins University, Baltimore, Maryland (USA)",158
1437,"Charles A. Holt Department of Economics, University of Virginia, Charlottesville, Virginia (USA)",158
1437,Tim  Krieger,158
1437,"Michael R. Wickens Department of Economics and Related Studies, University of York, York, United Kingdom",158
1437,Adam  Wagstaff †,158
1437,"Matthew D. Shapiro Economics Department, University of Michigan, Ann Arbor, Michigan (USA)",158
1437,"Douglas A. Irwin Economics Department, Dartmouth College, Hanover, New Hampshire (USA)",158
1437,"Riccardo  Scarpa Department of Economics, Waikato Management School, University of Waikato, Hamilton, New ZealandDipartimento di Economia Aziendale, Università degli Studi di Verona, Verona, Italy",158
1437,"Nezih  Guner Centro de Estudios Monetarios y Financieros (CEMFI), Madrid, Spain",158
1437,"Andrei A. Levchenko Economics Department, University of Michigan, Ann Arbor, Michigan (USA)",158
1437,"Christian  Bjornskov Nationalökonomisk Institut, Institut for Økonomi, Aarhus Universitet, Aarhus, Denmark",158
1437,"Egon Peter Franck Institut für Betriebswirtschaftslehre, Wirtschaftswissenschaftliche Fakutät, Universität Zürich, Zürich, Switzerland",158
1437,"Gilberto Tadeu Lima Departamento de Economia, Faculdade de Economia, Administração e Contabilidade, Universidade de São Paulo, São Paulo, Brazil",158
1457,"Douglas Michael Laxton School of Business and Economics, Universidade Nova de Lisboa, Lisboa, Portugal",157
1457,"Haroon  Mumtaz School of Economics and Finance, Queen Mary University of London, London, United Kingdom",157
1457,"Francois  Roubaud Institut de Recherche pour le Développement (IRD), Paris, France",157
1457,"Colin  Vance RWI - Leibniz-Institut für Wirtschaftsforschung, Essen, Germany",157
1457,"Ron  Mittelhammer School of Economic Sciences, Washington State University, Pullman, Washington (USA)",157
1457,"Hylke  Vandenbussche Centrum voor Economische Studiën, Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium",157
1457,"Claudio  Morana Dipartimento di Economia, Metodi Quantitativi e Strategie d'Impresa (DEMS), Scuola di Economia e Statistica, Università degli Studi di Milano-Bicocca, Milano, Italy",157
1457,"W. Robert Reed Department of Economics and Finance, College of Business and Economics, University of Canterbury, Christchurch, New Zealand",157
1457,"Guttorm  Schjelderup Institutt for foretaksøkonomi, Norges Handelshøyskole (NHH), Bergen, Norway",157
1457,"Uschi  Backes-Gellner Institut für Betriebswirtschaftslehre, Wirtschaftswissenschaftliche Fakutät, Universität Zürich, Zürich, Switzerland",157
1457,"Eddy K.A. Van Doorslaer Erasmus School of Health Policy & Management, Erasmus Universiteit Rotterdam, Rotterdam, Netherlands",157
1457,"Robert Glenn Hubbard Graduate School of Business, Columbia University, New York City, New York (USA)",157
1457,Thomas  Mayer †,157
1457,"Fredj  Jawadi EconomiX, Université Paris-Nanterre (Paris X), Nanterre, France",157
1457,"Justin  Wolfers Economics Department, University of Michigan, Ann Arbor, Michigan (USA)Gerald R. Ford School of Public Policy, University of Michigan, Ann Arbor, Michigan (USA)",157
1457,"Rainer  Schweickert Institut für Weltwirtschaft (IfW), Kiel, Germany",157
1457,"Darrell  Duffie Graduate School of Business, Stanford University, Stanford, California (USA)",157
1457,James E. Payne,157
1457,"Pierre  Dubois Toulouse School of Economics (TSE), Toulouse, France",157
1457,"David Ian Stern Arndt-Corden Department of Economics, Crawford School of Public Policy, Australian National University, Canberra, Australia",157
1477,"Shawkat  Hammoudeh School of Economics, LeBow College of Business, Drexel University, Philadelphia, Pennsylvania (USA)",156
1477,"Hanming  Fang Department of Economics, University of Pennsylvania, Philadelphia, Pennsylvania (USA)",156
1477,Oral  Capps Jr.,156
1477,"Markus  Bruckner Research School of Economics, College of Business and Economics, Australian National University, Canberra, Australia",156
1477,"Edward Andrew Miguel Department of Economics, University of California-Berkeley, Berkeley, California (USA)",156
1477,"Sean  Lyons Economic and Social Research Institute (ESRI), Dublin, Ireland",156
1477,Erhan  Bayraktar,156
1477,Bruce L. Gardner †,156
1477,"Victor R. Fuchs Department of Economics, Stanford University, Stanford, California (USA)",156
1477,"Piero  Gottardi Economics Department, University of Essex, Colchester, United Kingdom",156
1477,"Paul Robert Masson Department of Economics, University of Toronto, Toronto, Canada",156
1477,"Wolfgang  Franz Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW), Mannheim, Germany",156
1477,"Uri  Gneezy Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)Rady School of Management, University of California-San Diego (UCSD), La Jolla, California (USA)",156
1477,"Ottmar  Edenhofer Mercator Research Institute on Global Commons and Climate Change (MCC), Berlin, GermanyFakultät Wirtschaft und Management, Technische Universität Berlin, Berlin, Germany",156
1477,"Vani Kant Borooah Department of Accounting, Finance and Economics, Ulster Business School, University of Ulster, Coleraine, United Kingdom",156
1477,Pierre  Lasserre †,156
1477,"Jeremy C. Stein Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",156
1477,"Graziella  Bertocchi Dipartimento di Economia ""Marco Biagi"", Università degli Studi di Modena e Reggio Emilia, Modena, Italy",156
1477,"Peter Joseph Kuhn Department of Economics, University of California-Santa Barbara (UCSB), Santa Barbara, California (USA)",156
1477,Leonard Jay Mirman †,156
1477,"Christian Matthias Hafner Center for Operations Research and Econometrics (CORE), Louvain Institute of data Analysis and Modelling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium",156
1477,"Paul  Gregg Institute for Policy Research, University of Bath, Bath, United KingdomCentre for the Analysis of Social Policy (CASP), University of Bath, Bath, United Kingdom",156
1477,"Chris  Brooks ICMA Centre for Financial Markets, Henley Business School, University of Reading, Reading, United Kingdom",156
1500,"Suresh P. Sethi Naveen Jindal School of Management, University of Texas-Dallas, Dallas, Texas (USA)",155
1500,"Sebastien  Jean Centre d'études prospectives et d'informations internationales (CEPII), Paris, France",155
1500,"John Kim Swales Economics Department, University of Strathclyde, Glasgow, United Kingdom",155
1500,"Jean-Pierre  Danthine Paris School of Economics, Paris, France",155
1500,"Mark Peter Wooden Melbourne Institute of Applied Economic and Social Research (MIAESR), Faculty of Business and Economics, University of Melbourne, Melbourne, Australia",155
1500,"Peter  Haan DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",155
1500,"Richard  Layard Centre for Economic Performance (CEP), London School of Economics (LSE), London, United Kingdom",155
1500,"Volker  Grossmann Faculté des sciences économiques et sociales - Wirtschafts- und Sozialwissenschaftliche Fakultät, Université de Fribourg - Universität Freiburg, Fribourg/Freiburg, Switzerland",155
1500,"Suzi  Kerr Motu: Economic & Public Policy Research, Wellington, New Zealand",155
1500,"Jonathan  Zinman Economics Department, Dartmouth College, Hanover, New Hampshire (USA)",155
1500,Lester  Ingber,155
1500,"Helmut Max Dietl Institut für Betriebswirtschaftslehre, Wirtschaftswissenschaftliche Fakutät, Universität Zürich, Zürich, Switzerland",155
1500,"Thomas F. Cooley Economics Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",155
1500,"Eric  Jondeau Institut de Banque et Finance (IBF), Faculté des Hautes Études Commerciales (HEC), Université de Lausanne, Lausanne, SwitzerlandSwiss Finance Institute, Genève/Zürich, Switzerland",155
1500,"Ashoka  Mody International Monetary Fund (IMF), Washington, District of Columbia (USA)",155
1500,"Mark  Harrison Department of Economics, University of Warwick, Coventry, United Kingdom",155
1500,"Kunal  Sen Institute for Development Policy and Management (IDPM), School of Environment and Development, University of Manchester, Manchester, United Kingdom",155
1500,"Marco  Francesconi Economics Department, University of Essex, Colchester, United Kingdom",155
1500,"Ronnie  Schoeb Fachbereich Wirtschaftswissenschaft, Freie Universität Berlin, Berlin, Germany",155
1519,"Jason  Fletcher Robert M. La Follette School of Public Affairs, University of Wisconsin-Madison, Madison, Wisconsin (USA)",154
1519,"Louis  Levy-Garboua Paris School of Economics, Paris, FranceCentre d'Économie de la Sorbonne, Université Paris 1 (Panthéon-Sorbonne), Paris, France",154
1519,"Thomas H.W. Ziesemer Vakgroep Algemene Economie, School of Business and Economics, Maastricht University, Maastricht, NetherlandsUnited Nations University-Maastricht Economic Research Institute of Innovation and Technology (UNU-MERIT), Maastricht, Netherlands",154
1519,"Alan  Matthews Department of Economics, Trinity College Dublin, Dublin, Ireland",154
1519,"Isabelle  Thomas Center for Operations Research and Econometrics (CORE), Louvain Institute of data Analysis and Modelling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium",154
1519,"Ramon E. Lopez Departamento de Economía, Facultad de Economía y Negocios, Universidad de Chile, Santiago, Chile",154
1519,"Colm P. Harmon School of Economics, University of Edinburgh, Edinburgh, United Kingdom",154
1519,"Paola  Conconi European Centre for Advanced Research in Economics and Statistics (ECARES), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, Belgium",154
1519,"Marco  Mariotti School of Economics and Finance, Queen Mary University of London, London, United Kingdom",154
1519,"John V. Duca Economic Research Department, Federal Reserve Bank of Dallas, Dallas, Texas (USA)",154
1519,"Robert  Dur Capaciteitsgroep Algemene Economie, Faculteit der Economische Wetenschappen, Erasmus Universiteit Rotterdam, Rotterdam, Netherlands",154
1519,"Dominik  Groll Institut für Weltwirtschaft (IfW), Kiel, Germany",154
1519,"Andrew  Schotter Department of Economics, New York University (NYU), New York City, New York (USA)",154
1519,"Adam  Jaffe Motu: Economic & Public Policy Research, Wellington, New Zealand",154
1519,"Bruno  Van der Linden Institut de Recherche Économique et Sociale (IRES), Louvain Institute of data Analysis and Modelling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium",154
1519,Conchita  D'Ambrosio,154
1519,"Nicola  Gennaioli Dipartimento di Finanza, Università Commerciale Luigi Bocconi, Milano, Italy",154
1536,"Helene  Rey Department of Economics, London Business School (LBS), London, United Kingdom",153
1536,"Bernard M.S. van Praag Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, NetherlandsSchooling, Labor Market and Economic Development (SCHOLAR), Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, Netherlands",153
1536,"Todd  Clark Economic Research, Federal Reserve Bank of Cleveland, Cleveland, Ohio (USA)",153
1536,"Joseph  Haubrich Economic Research, Federal Reserve Bank of Cleveland, Cleveland, Ohio (USA)",153
1536,"Jackie  Krafft Groupe de REcherche en Droit, Économie, Gestion (GREDEG), Institut Supérieur d'Économie et Management (ISEM), Université de Nice-Sophia Antipolis, Nice, France",153
1536,"David  Blake Faculty of Finance, Cass Business School, City University, London, United Kingdom",153
1536,"Francesco  Ravazzolo Facoltà di Economia / Wirtschaftswissenschaftliche Fakutät, Libera Università di Bolzano / Freie Universität Bozen, Bozen-Bolzano, Italy",153
1536,"Shouyong  Shi Department of Economics, Pennsylvania State University, State College, Pennsylvania (USA)",153
1536,"Tomas  Havranek Institut ekonomických studií, Univerzita Karlova v Praze, Praha, Czech Republic",153
1536,"Mathieu  Lefebvre Bureau d'Économie Théorique et Appliquée (BETA), Nancy/Strasbourg, France",153
1536,Dan  Rickman,153
1536,Arnold  Zellner †,153
1536,"Andrew C. Harvey Faculty of Economics, University of Cambridge, Cambridge, United Kingdom",153
1536,"Fabrizio  Perri Research Department, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota (USA)",153
1536,"Peter J. Montiel Economics Department, Williams College, Williamstown, Massachusetts (USA)",153
1536,"Yves  Sprumont Département de Sciences Économiques, Université de Montréal, Montréal, CanadaCentre Interuniversitaire de Recherche en Économie Quantitative (CIREQ), Montréal, Canada",153
1536,"David  Wildasin Department of Economics, Carol Martin Gatton College of Business and Economics, University of Kentucky, Lexington, Kentucky (USA)",153
1536,"Jean-Thomas  Bernard Département d'Économie / Department of Economics, Université d'Ottawa / University of Ottawa, Ottawa, Canada",153
1536,"Jose-Victor  Rios-Rull Department of Economics, University of Minnesota, Minneapolis, Minnesota (USA)",153
1536,"Anne-Celia  Disdier Paris School of Economics, Paris, France",153
1556,"Jean M. Imbs Economics, New York University Abu Dhabi, Abu Dhabi, United Arab Emirates",152
1556,"Fabio  Schiantarelli Department of Economics, Boston College, Chestnut Hill, Massachusetts (USA)",152
1556,"Steven  Levitt Department of Economics, University of Chicago, Chicago, Illinois (USA)",152
1556,"Takatoshi  Tabuchi Faculty of Global Management, Chuo University, Tokyo, Japan",152
1556,"Rene  Garcia Département de Sciences Économiques, Université de Montréal, Montréal, Canada",152
1556,"C. Knox Lovell School of Economics, University of Queensland, Brisbane, AustraliaCentre for Efficiency and Productivity Analysis (CEPA), School of Economics, University of Queensland, Brisbane, Australia",152
1556,"Flip  Klijn Institut d'Anàlisi Econòmica CSIC (IAE-CSIC), Barcelona Graduate School of Economics (Barcelona GSE), Barcelona, Spain",152
1556,"Timothy J. Bartik W.E. Upjohn Institute for Employment Research, Kalamazoo, Michigan (USA)",152
1556,"James C. Cox Experimental Economics Center, Department of Economics, Andrew Young School of Policy Studies, Georgia State University, Atlanta, Georgia (USA)",152
1556,"Giorgio  Fabbri Laboratoire d'Économie Appliquée de Grenoble, Grenoble, France",152
1556,"Lilyan  Fulginiti Department of Agricultural Economics, University of Nebraska, Lincoln, Nebraska (USA)",152
1556,"Pedro  Carneiro Department of Economics, University College London (UCL), London, United Kingdom",152
1556,"Alfons  Oude Lansink Leerstoelgroep Bedrijfseconomie, Wageningen Universiteit en Researchcentrum, Wageningen, Netherlands",152
1556,"Seamus  McGuinness Economic and Social Research Institute (ESRI), Dublin, Ireland",152
1556,"Simon  Grant Research School of Economics, College of Business and Economics, Australian National University, Canberra, Australia",152
1556,"Joao Victor Issler EPGE Escola Brasileira de Economia e Finanças, Fundação Getúlio Vargas (FGV), Rio de Janeiro, Brazil",152
1556,"Christopher  Ruhm Frank Batten School of Leadership and Public Policy, University of Virginia, Charlottesville, Virginia (USA)",152
1556,"Clive L. Spash Department Sozioökonomie, WU Wirtschaftsuniversität Wien, Wien, Austria",152
1556,"Francesco  Lissoni Groupe de Recherche en Économie Théorique et Appliquée (GREThA), Université de Bordeaux, Bordeaux, France",152
1556,"Peter  Howitt Economics Department, Brown University, Providence, Rhode Island (USA)",152
1556,"Catherine  Sofer Paris School of Economics, Paris, FranceCentre d'Économie de la Sorbonne, Université Paris 1 (Panthéon-Sorbonne), Paris, France",152
1556,"Didier  Laussel Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM), École d'Économie d'Aix-Marseille, Aix-Marseille Université, Marseille, France",152
1556,David  Backus †,152
1579,"Krishna P. Paudel Department of Agricultural Economics and Agribusiness, Louisiana State University, Baton Rouge, Louisiana (USA)",151
1579,"Frank  Verboven Centrum voor Economische Studiën, Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium",151
1579,"Branko  Milanovic Economics Research, World Bank Group, Washington, District of Columbia (USA)Department of Economics, Graduate Center, City University of New York (CUNY), New York City, New York (USA)",151
1579,Ben  Jann,151
1579,Chaim  Fershtman,151
1579,"Ester  Faia Abteilung Geld und Währung, Fachbereich Wirtschaftswissenschaft, Goethe Universität Frankfurt am Main, Frankfurt am Main, Germany",151
1579,"Eleonora  Patacchini Istituto Einaudi per l'Economia e la Finanza (EIEF), Roma, Italy",151
1579,"J. Bradford Jensen McDonough School of Business, Georgetown University, Washington, District of Columbia (USA)",151
1579,"Robert A. Hart Economics Division, Stirling Management School, University of Stirling, Stirling, United Kingdom",151
1579,"David L Dickinson Department of Economics, Appalachian State University, Boone, North Carolina (USA)",151
1579,"Jan Ernst Fagerberg Senter for teknologi, innovasjon og kultur (TIK), Universitetet i Oslo, Oslo, Norway",151
1579,"Claudio  Borio Bank for International Settlements (BIS), Basel, Switzerland",151
1579,"Mark  Setterfield Department of Economics, New School for Social Research, The New School, New York City, New York (USA)",151
1579,"Olga  Izryadnova Gaidar Institute for Economic Policy, Moscow, Russia",151
1579,"Dierk  Herzer Fächergruppe Volkswirtschaftslehre, Helmut Schmidt Universität Hamburg, Hamburg, Germany",151
1579,"Michele  Boldrin Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)",151
1579,"Wieland  Muller Institut für Volkswirtschaftslehre, Fakultät für Wirtschaftswissenschaften, Universität Wien, Wien, AustriaVienna Center for Experimental Economics (VCEE), Fakultät für Wirtschaftswissenschaften, Universität Wien, Wien, Austria",151
1579,"Sendhil  Mullainathan Booth School of Business, University of Chicago, Chicago, Illinois (USA)",151
1579,"Charles Ka Yui Leung Department of Economics and Finance, College of Business, City University, Kowloon, Hong Kong",151
1579,"Claude  Fluet Département finance, assurance et immobilier, Faculté des sciences de l'administration, Université Laval, Québec, Canada",151
1579,"Junsen  Zhang Department of Economics, Chinese University of Hong Kong, Shatin, Hong Kong",151
1579,"Bent E. Sorensen Department of Economics, University of Houston, Houston, Texas (USA)",151
1601,"Stephen  Gibbons Department of Geography and Environment, London School of Economics (LSE), London, United KingdomCentre for Economic Performance (CEP), London School of Economics (LSE), London, United Kingdom",150
1601,"Refk  Selmi Institut de Recherche en Management et en Pratiques d’Entreprises (IRMAPE), École Supérieure de Commerce de Pau, Pau, France",150
1601,"Kazunobu  Hayakawa Institute of Developing Economies, Japan External Trade Organization (JETRO), Government of Japan, Tokyo, Japan",150
1601,"Katrin  Rehdanz Institut für Volkswirtschaftslehre, Christian-Albrechts-Universität Kiel, Kiel, Germany",150
1601,"Sourafel  Girma School of Economics, University of Nottingham, Nottingham, United Kingdom",150
1601,"David R. Just Charles H. Dyson School of Applied Economics and Management, Cornell University, Ithaca, New York (USA)",150
1601,"Michael  Grimm Fakultät für Wirtschaftswissenschaften, Universität Passau, Passau, Germany",150
1601,"Hector  Sala Departament d'Economia Aplicada, Universitat Autònoma de Barcelona, Barcelona, SpainInstitute of Labor Economics (IZA), Bonn, Germany",150
1601,"Gabriel  Perez Quiros Banco de España, Madrid, SpainEuropean Central Bank, Frankfurt am Main, Germany",150
1601,"Robert G. King Department of Economics, Boston University, Boston, Massachusetts (USA)",150
1601,"Robert Neil McCauley Bank for International Settlements (BIS), Basel, Switzerland",150
1601,"Jean-Guillaume  Sahuc Banque de France, Paris, France",150
1601,"Cecile  Couharde EconomiX, Université Paris-Nanterre (Paris X), Nanterre, France",150
1601,"Maria  De Paola Dipartimento di Scienze Economiche, Statistiche e Finanziarie ""Giovanni Anania"", Università degli Studi della Calabria, Arcavacata di Rende, Italy",150
1601,"Giacomo  Corneo Abteilung Volkswirtschaftslehre, Fachbereich Wirtschaftswissenschaft, Freie Universität Berlin, Berlin, Germany",150
1601,"Alexia  Furnkranz-Prskawetz Institut für Stochastik und Wirtschaftsmathematik, Technische Universität Wien, Wien, Austria",150
1601,"Roberto  Veneziani School of Economics and Finance, Queen Mary University of London, London, United Kingdom",150
1601,"Mary Colleen Daly Federal Reserve Bank of San Francisco, San Francisco, California (USA)Institute of Labor Economics (IZA), Bonn, Germany",150
1601,"Henry W Kinnucan Department of Agricultural Economics and Rural Sociology, Auburn University, Auburn, Alabama (USA)",150
1601,"Leonardo  Felli Faculty of Economics, University of Cambridge, Cambridge, United Kingdom",150
1601,"Thomas  Seegmuller Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM), École d'Économie d'Aix-Marseille, Aix-Marseille Université, Marseille, France",150
1601,"M. Ali Khan Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)",150
1601,"Heloise  Petit Centre Lillois d'Études et de Recherches Économiques et Sociologiques (CLERSE), Faculty of Economics and Social Sciences, Université de Lille, Lille, France",150
1601,"Salvador  Barrios Joint Research Centre, European Commission, Sevilla, Spain",150
1601,"Simon  Wren-Lewis Department of Economics, Oxford University, Oxford, United Kingdom",150
1601,"Xavier  Sala-i-Martin Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",150
1601,"Tatsuyoshi  Saijo School of Economics and Management, Kochi University of Technology, Kochi, Japan",150
1628,"Marc  Ivaldi Toulouse School of Economics (TSE), Toulouse, France",149
1628,"Bart Leo Wim Cockx Faculteit Economie en Bedrijfskunde, Universiteit Gent, Gent, Belgium",149
1628,"Daniele  Checchi Dipartimento di Economia, Management e Metodi Quantitativi (DEMM), Università degli Studi di Milano, Milano, Italy",149
1628,"Vincenzo  Galasso Dipartimento di Analisi delle Politiche e Management Pubblico, Università Commerciale Luigi Bocconi, Milano, Italy",149
1628,"Thomas Nils Samuel Sterner Handelshögskolan, Göteborgs Universitet, Göteborg, SwedenEnheten för miliöekonomi, Nationalekonomiska institutionen, Handelshögskolan, Göteborgs Universitet, Göteborg, Sweden",149
1628,"Dean  Baker Center for Economic and Policy Research (CEPR), Washington, District of Columbia (USA)",149
1628,"John Allan Weymark Department of Economics, Vanderbilt University, Nashville, Tennessee (USA)",149
1628,"Andreas  Pyka Institut für Volkswirtschaftslehre, Fakultät Wirtschafts- und Sozialwissenschaften, Universität Hohenheim, Hohenheim, Germany",149
1628,"Benny  Moldovanu Wirtschaftstheoretische Abteilung II, Wirtschaftswissenschaftlicher Fachbereich, Rheinische Friedrich-Wilhelms-Universität Bonn, Bonn, Germany",149
1628,"Michael Olaf Hoel Økonomisk institutt, Universitetet i Oslo, Oslo, Norway",149
1628,"Patrick  Bolton Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)",149
1628,"Tom  Kompas Crawford School of Public Policy, Australian National University, Canberra, Australia",149
1628,"Torben G. Andersen National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",149
1628,"Robert M. Solow Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",149
1628,"Daniele  Schiliro' Dipartimento di Economia, Università degli Studi di Messina, Messina, Italy",149
1628,"Paul William Glewwe Department of Applied Economics, College of Agricultural, Food, and Environmental Sciences, University of Minnesota-St. Paul, St. Paul, Minnesota (USA)",149
1628,"Roland J. Benabou Department of Economics, Princeton University, Princeton, New Jersey (USA)Institute of Labor Economics (IZA), Bonn, Germany",149
1645,Philip M. Raup †,148
1645,"Richard  Duhautois TEPP Fédération de Recherche Travail Emploi et Politiques Publiques, Noisy le Grand, France",148
1645,"Harold Linh Cole Department of Economics, University of California-Los Angeles (UCLA), Los Angeles, California (USA)",148
1645,"Klaus  Walde Gutenberg School of Management and Economics, Johannes Gutenberg-Universität Mainz, Mainz, Germany",148
1645,"Victor Меерович Polterovich Laboratory of Mathematical Economics, Central Economics and Mathematics Institute (CEMI), Russian Academy of Sciences (RAS), Moscow, Russia",148
1645,Thomas  Brenner,148
1645,"Wuyang  Hu Department of Agricultural, Environmental and Development Economics, Ohio State University, Columbus, Ohio (USA)",148
1645,"Jean-Christophe  Vergnaud Centre d'Économie de la Sorbonne, Université Paris 1 (Panthéon-Sorbonne), Paris, France",148
