Rank,Author,Score
1429,"Andreas  Loschel Centrum für angewandte Wirtschaftsforschung, Wirtschaftswissenschaftliche Fakultät, Westfälische Wilhelms-Universität Münster, Münster, Germany",571
1434,"Partha  Deb Department of Economics, Hunter College, City University of New York (CUNY), New York City, New York (USA)",570
1434,Thore  Schlaak,570
1434,"Paul  Collier Centre for the Study of African Economies (CSAE), Department of Economics, Oxford University, Oxford, United Kingdom",570
1437,"Christopher  Ruhm Frank Batten School of Leadership and Public Policy, University of Virginia, Charlottesville, Virginia (USA)",569
1437,Ronald H. Coase †,569
1439,"Ivan  Werning Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",568
1439,"Gabriel Martins Ahlfeldt Department of Geography and Environment, London School of Economics (LSE), London, United Kingdom",568
1441,"Daniel  Houser Interdisciplinary Center for Economic Science (ICES), Economics Department, George Mason University, Arlington, Virginia (USA)",567
1441,"Keijiro  Otsuka Faculty of Economics, Kobe University, Kobe, Japan",567
1443,"Christoph M. Schmidt RWI - Leibniz-Institut für Wirtschaftsforschung, Essen, Germany",566
1443,"Steven Mark Fazzari Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)",566
1443,"Jaime A.P. de Melo Fondation pour les études et recherches sur le développment international (FERDI), Clermont-Ferrand, France",566
1443,"Daniel  Trefler Business Economics, Rotman School of Management, University of Toronto, Toronto, Canada",566
1443,"Don  Fullerton National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)Department of Finance, College of Business, University of Illinois at Urbana-Champaign, Urbana-Champaign, Illinois (USA)",566
1443,Simon  Kuznets †,566
1449,"Alan S Duncan Bankwest Curtin Economics Centre, Curtin Business School, Curtin University, Perth, Australia",565
1450,"Stephanie  Carretero Joint Research Centre, European Commission, Sevilla, Spain",564
1450,"Xavier  Gabaix Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",564
1450,"Jacques  Poot National Institute of Demographic and Economic Analysis, University of Waikato, Hamilton, New ZealandDepartment of Economics, Waikato Management School, University of Waikato, Hamilton, New Zealand",564
1450,"Peter Bishop Dixon Centre of Policy Studies and Impact Project (COPS), Victoria University, Melbourne, Australia",564
1454,"Shigeyuki  Hamori Faculty of Economics, Kobe University, Kobe, Japan",563
1454,"Andres  Gonzalez Banco de la Republica de Colombia, Bogotá, Colombia",563
1454,"James Bradford DeLong Department of Economics, University of California-Berkeley, Berkeley, California (USA)",563
1454,"Nancy  Qian Managerial Economics and Decision Sciences (MEDS), Kellogg Graduate School of Management, Northwestern University, Evanston, Illinois (USA)",563
1454,Awudu  Abdulai,563
1459,Selim  Raihan,562
1459,"Vasilis  Sarafidis Department of Econometrics and Business Statistics, Monash Business School, Monash University, Melbourne, Australia",562
1459,"Ian Peter Preston Department of Economics, University College London (UCL), London, United Kingdom",562
1459,"Andrea  Carriero School of Economics and Finance, Queen Mary University of London, London, United Kingdom",562
1459,Cesar A. Hidalgo,562
1459,Felipe  Barrera-Osorio,562
1459,"Vincenzo  Quadrini Department of Finance and Business Economics, Marshall School of Business, University of Southern California, Los Angeles, California (USA)",562
1459,"Arnaud  Costinot Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",562
1459,"Patrick  Honohan Department of Economics, Trinity College Dublin, Dublin, Ireland",562
1468,"Mikolaj  Czajkowski Wydział Nauk Ekonomicznych, Uniwersytet Warszawski, Warszawa, Poland",561
1468,"William A. Pizer Sanford School of Public Policy, Duke University, Durham, North Carolina (USA)",561
1470,"Assaf  Razin Foerder Institute for Economic Research, Eitan Berglas School of Economics, Tel Aviv University, Tel Aviv, IsraelNational Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",560
1470,"Enrique  Fernandez-Macias Joint Research Centre, European Commission, Sevilla, Spain",560
1470,"Miriam  Bruhn Economics Research, World Bank Group, Washington, District of Columbia (USA)",560
1470,"Francesco  Bianchi Department of Economics, Duke University, Durham, North Carolina (USA)",560
1470,"Victor Chaim Lavy Department of Economics, University of Warwick, Coventry, United KingdomDepartment of Economics, Hebrew University of Jerusalem, Jerusalem, Israel",560
1475,"Kazunobu  Hayakawa Institute of Developing Economies, Japan External Trade Organization (JETRO), Government of Japan, Tokyo, Japan",559
1475,"Stuart S. Rosenthal Department of Economics, Maxwell School, Syracuse University, Syracuse, New York (USA)",559
1475,"Maria Soledad Martinez Peria Research Department, International Monetary Fund (IMF), Washington, District of Columbia (USA)",559
1478,"Michele  Mancini Banca d'Italia, Roma, Italy",558
1478,"Benoit  Mojon Bank for International Settlements (BIS), Basel, Switzerland",558
1478,"Francesco  Zanetti Department of Economics, Oxford University, Oxford, United Kingdom",558
1478,"Yifan  Zhang Department of Economics, Chinese University of Hong Kong, Shatin, Hong Kong",558
1478,"Eddy K.A. Van Doorslaer Erasmus School of Health Policy & Management, Erasmus Universiteit Rotterdam, Rotterdam, Netherlands",558
1478,"Erik Teodoor Verhoef Afdeling Ruimtelijke Economie, School of Business and Economics, Vrije Universiteit Amsterdam, Amsterdam, Netherlands",558
1478,"Patrick  Bolton Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)",558
1478,"Lisa D. Cook Economics Department, Michigan State University, East Lansing, Michigan (USA)",558
1478,"Gennaro  Zezza Dipartimento di Economia e Giurisprudenzia, Facoltà di Economia e Giurisprudenzia, Università degli Studi di Cassino e del Lazio Meridionale, Cassino, Italy",558
1478,"Jon  Steinsson Department of Economics, University of California-Berkeley, Berkeley, California (USA)",558
1488,Charles W. Calomiris,557
1488,"Jouchi  Nakajima Bank of Japan, Tokyo, Japan",557
1488,"David  Martimort Paris School of Economics, Paris, France",557
1488,"Reuven  Glick Economic Research, Federal Reserve Bank of San Francisco, San Francisco, California (USA)",557
1488,"Miles Spencer Kimball Department of Economics, University of Colorado, Boulder, Colorado (USA)",557
1488,"Hippolyte  d'Albis Paris School of Economics, Paris, France",557
1488,"Brice  Corgnet Groupe d'Analyse et de Théorie Économique Lyon St-Étienne (GATE Lyon St-Étienne), Université de Lyon, Lyon, FranceEMLYON Business School, Lyon, France",557
1488,"Eduardo M.R.A. Engel Facultad de Economía y Negocios, Universidad de Chile, Santiago, Chile",557
1488,Nicholas  Winter,557
1497,"Marta  Banbura European Central Bank, Frankfurt am Main, Germany",556
1497,"Peter N. Ireland Department of Economics, Boston College, Chestnut Hill, Massachusetts (USA)",556
1497,"Malcolm  Baker Finance Unit, Harvard Business School, Harvard University, Cambridge, Massachusetts (USA)",556
1497,"Jakub  Nowotarski Wydział Informatyki i Zarządzania, Politechnika Wrocławska, Wrocław, Poland",556
1497,"Bent  Flyvbjerg Saïd Business School, Oxford University, Oxford, United Kingdom",556
1497,"Alessio  Reghezza Bangor Business School, Bangor University, Bangor, United Kingdom",556
1497,"Anke  Hoeffler Centre for the Study of African Economies (CSAE), Department of Economics, Oxford University, Oxford, United Kingdom",556
1497,"Brecht  Neyt Faculteit Economie en Bedrijfskunde, Universiteit Gent, Gent, Belgium",556
1505,"Nicolas Robert Ziebarth Department of Policy Analysis and Management, College of Human Ecology, Cornell University, Ithaca, New York (USA)",555
1505,"Daniel  Levy Department of Economics, Bar Ilan University, Ramat-Gan, Israel",555
1505,"Lorenzo  Cappellari Dipartimento di Economia e Finanza, Dipartimenti e Istituti di Scienze Economiche, Università Cattolica del Sacro Cuore, Milano, Italy",555
1505,"Monica  Billio Dipartimento di Economia, Università Ca' Foscari Venezia, Venezia, Italy",555
1505,"Christian  Bayer Wirtschaftswissenschaftlicher Fachbereich, Rheinische Friedrich-Wilhelms-Universität Bonn, Bonn, Germany",555
1505,"Amir  Sufi Booth School of Business, University of Chicago, Chicago, Illinois (USA)",555
1505,"Eric  Sims Department of Economics, University of Notre Dame, South Bend, Indiana (USA)",555
1512,"John M. Abowd Census Bureau, Department of Commerce, Government of the United States, Washington, District of Columbia (USA)",554
1512,Daniel  Mejia,554
1512,Robert John LaLonde †,554
1512,"Robert A. Pollak Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)Olin School of Business, Washington University in St. Louis, St. Louis, Missouri (USA)",554
1516,"Nauro F. Campos Centre for Comparative Economics, School of Slavonic and East European Studies, University College London (UCL), London, United Kingdom",553
1516,"Alexander  Popov European Central Bank, Frankfurt am Main, Germany",553
1516,"Odd Rune  Straume Escola de Economia e Gestão, Universidade do Minho, Braga, PortugalNúcleo de Investigação em Políticas Económicas e Empresariais (NIPE), Escola de Economia e Gestão, Universidade do Minho, Braga, Portugal",553
1516,"Ali M. Kutan Department of Economics and Finance, Southern Illinois University, Edwardsville, Illinois (USA)",553
1516,"Jan  in 't Veld Directorate-General Economic and Financial Affairs, European Commission, Bruxelles/Brussel, Belgium",553
1521,"Duncan  Thomas Department of Economics, Duke University, Durham, North Carolina (USA)",552
1521,"Stephen Ross Yeaple National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)Department of Economics, Pennsylvania State University, State College, Pennsylvania (USA)",552
1521,"Li-An  Zhou Guanghua School of Management, Peking University, Beijing, China",552
1521,"Marianne  Baxter Department of Economics, Boston University, Boston, Massachusetts (USA)National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)",552
1521,"Hayato  Kato Graduate School of Economics, Osaka University, Osaka, Japan",552
1526,"Kristian  Behrens Département des Sciences Économiques, École des Sciences de la Gestion (ESG), Université du Québec à Montréal (UQAM), Montréal, Canada",551
1526,"Edmund S. Phelps Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",551
1526,"Willi  Semmler Sr.Comparative Empirical Macroeconomics (CEM), Department of Economics, New School for Social Research, The New School, New York City, New York (USA)Center for Empirical Macroeconomics, Fakultät für Wirtschaftswissenschaften, Universität Bielefeld, Bielefeld, Germany",551
1529,"Massimiliano  Pisani Banca d'Italia, Roma, Italy",550
1529,"John C. Quiggin Risk and Sustainable Management Group (RSMG), School of Economics, University of Queensland, Brisbane, Australia",550
1531,"Juan Carlos Guataqui Facultad de Economía, Universidad del Rosario, Santa Fe de Bogotá, Colombia",549
1531,"Susanne M. Schennach Economics Department, Brown University, Providence, Rhode Island (USA)",549
1531,"Martin  Srholec Center for Economic Research and Graduate Education and Economics Institute (CERGE-EI), Praha, Czech Republic",549
1534,"Jonathan  Chiu Bank of Canada, Ottawa, Canada",548
1534,Peter F. Christoffersen †,548
1534,"Hayne Ellis Leland Walter A. Haas School of Business, University of California-Berkeley, Berkeley, California (USA)",548
1534,Gordon  Tullock †,548
1534,"Pirmin  Fessler Oesterreichische Nationalbank, Wien, Austria",548
1534,"Glenn  Ellison Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",548
1540,"Cedric  Tille International Economics Section, The Graduate Institute of International and Development Studies, Genève, Switzerland",547
1540,Robert E. Lipsey †,547
1540,"Reint Eberhard Gropp Leibniz-Institut für Wirtschaftsforschung Halle (IWH), Halle, Germany",547
1543,"Pierre  Siklos Department of Economics, School of Business and Economics, Wilfrid Laurier University, Waterloo, Canada",546
1543,"Inessa  Love Department of Economics, University of Hawaii-Manoa, Manoa, Hawaii (USA)",546
1543,"Loretta J. Mester Federal Reserve Bank of Cleveland, Cleveland, Ohio (USA)",546
1543,"Scott  Merryman Risk Management Agency, Department of Agriculture, Government of the United States, Washington, District of Columbia (USA)",546
1543,"Sushanta K. Mallick School of Business and Management, Queen Mary University of London, London, United Kingdom",546
1543,"Richard T. Carson Department of Economics, University of California-San Diego (UCSD), La Jolla, California (USA)",546
1543,"T. Paul Schultz Economic Growth Center, Economics Department, Yale University, New Haven, Connecticut (USA)",546
1543,"Pavel  Ciaian Joint Research Centre, European Commission, Ispra, Italy",546
1543,Choonjoo  Lee,546
1543,Bas  van Leeuwen,546
1543,"Mark  Grinblatt Anderson Graduate School of Management, University of California-Los Angeles (UCLA), Los Angeles, California (USA)",546
1554,"Sergey  Drobyshevsky Gaidar Institute for Economic Policy, Moscow, Russia",545
1554,"Roberto  Perotti Innocenzo Gasparini Institute for Economic Research (IGIER), Università Commerciale Luigi Bocconi, Milano, Italy",545
1554,"Quan Hoang  Vuong Centre for Interdisciplinary Social Research, Phenikaa University, Hanoi, Viet Nam",545
1554,"Panicos O. Demetriades School of Business, Leicester University, Leicester, United Kingdom",545
1554,"Yanrui 吴延瑞 Wu Department of Economics, Business School, University of Western Australia, Perth, Australia",545
1554,"Hans  Degryse Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium",545
1554,"Jasmin Katrin Groeschl ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V., München, GermanyCESifo, München, Germany",545
1561,"Thomas  Lubik Economic Research Division, Federal Reserve Bank of Richmond, Richmond, Virginia (USA)",544
1561,"Juan J. Dolado Departamento de Economía, Universidad Carlos III de Madrid, Madrid, Spain",544
1561,"Margarita  Gafaro Banco de la Republica de Colombia, Bogotá, Colombia",544
1561,"Joseph E. Gagnon Peter G. Peterson Institute for International Economics (IIE), Washington, District of Columbia (USA)",544
1561,"Martin James Browning Department of Economics, Oxford University, Oxford, United Kingdom",544
1566,"Isabel  Schnabel Wirtschaftswissenschaftlicher Fachbereich, Rheinische Friedrich-Wilhelms-Universität Bonn, Bonn, Germany",543
1566,"Michal  Brzoza-Brzezina Narodowy Bank Polski, Warszawa, PolandKatedra Ekonomii Ilościowej, Szkoła Główna Handlowa w Warszawie, Warszawa, Poland",543
1566,"Juan F  Jimeno Banco de España, Madrid, Spain",543
1566,"Dante  Contreras Departamento de Economía, Facultad de Economía y Negocios, Universidad de Chile, Santiago, Chile",543
1566,"Armin  Schwienbacher SKEMA Business School, Lille, France",543
1571,"Fulvio  Castellacci Senter for teknologi, innovasjon og kultur (TIK), Universitetet i Oslo, Oslo, Norway",542
1571,"Nikita  Cespedes Reynaga Banco Central de Reserva del Perú, Lima, Peru",542
1571,"Hans  Loof Centre of Excellence for Science and Innovation Studies, Kungliga Tekniska Högskolan (KTH), Stockholm, Sweden",542
1571,"Nuno  Palma School of Economics, University of Manchester, Manchester, United Kingdom",542
1575,"Dorin  Jula Institutul de Prognoza Economica, Institutul National de Cercetari Economice (INCE), Academia Romana, Bucureşti, RomaniaFacultatea de Ştiinţe Economice, Universitatea Ecologică din Bucureşti, Bucureşti, Romania",541
1575,"Charles M. C. Lee Graduate School of Business, Stanford University, Stanford, California (USA)",541
1575,"Carlos Viana de Carvalho Departamento de Economia, Pontifícia Universidade Católica do Rio de Janeiro, Rio de Janeiro, Brazil",541
1578,Mark  Blaug †,540
1578,"Ferdinand Gordian Rauch Department of Economics, Oxford University, Oxford, United Kingdom",540
1578,Marianne  Ojo D Delaney PhD,540
1578,"Mathias  Thoenig Faculté des Hautes Études Commerciales (HEC), Université de Lausanne, Lausanne, Switzerland",540
1582,"Ceyhun  Elgin İktisat Bölümü, Boğaziçi Üniversitesi, İstanbul, Turkey",539
1582,"Geoffrey  Heal Finance and Economics Department, Graduate School of Business, Columbia University, New York City, New York (USA)",539
1582,"Mark  Mitchell Booth School of Business, University of Chicago, Chicago, Illinois (USA)",539
1582,"Franck  Portier Department of Economics, University College London (UCL), London, United Kingdom",539
1582,"Michael  Woolcock Economics Research, World Bank Group, Washington, District of Columbia (USA)",539
1587,"Daniel F. Waggoner Center for Quantitative Economic Research (CQER), Federal Reserve Bank of Atlanta, Atlanta, Georgia (USA)Economic Research Department, Federal Reserve Bank of Atlanta, Atlanta, Georgia (USA)",538
1587,"Tommaso  Nannicini Dipartimento di Analisi delle Politiche e Management Pubblico, Università Commerciale Luigi Bocconi, Milano, Italy",538
1587,"Klaus  Adam Abteilung für Volkswirtschaftslehre, Universität Mannheim, Mannheim, Germany",538
1587,"Timothy  Neal UNSW Business School, UNSW Sydney, Sydney, Australia",538
1587,"Mariacristina  De Nardi Department of Economics, University of Minnesota, Minneapolis, Minnesota (USA)",538
1587,"Fabio  Veras Soares International Policy Center for Inclusive Growth (IPC-IG), Programa das Nações Unidas para o Desenvolvimento, United Nations, BrazilInstituto de Pesquisa Econômica Aplicada (IPEA), Government of Brazil, Brasília, Brazil",538
1587,"Mariassunta  Giannetti Department of Finance, Handelshögskolan i Stockholm, Stockholm, Sweden",538
1594,"Stef  Proost Centrum voor Economische Studiën, Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium",537
1594,"Jonathan H. Wright Department of Economics, Johns Hopkins University, Baltimore, Maryland (USA)",537
1594,"Stefan  Nagel Booth School of Business, University of Chicago, Chicago, Illinois (USA)",537
1594,"G. William Schwert William E. Simon Graduate School of Business Administration, University of Rochester, Rochester, New York (USA)",537
1598,"Zhong  Zhao School of Labor and Human Resources, Renmin University of China, Beijing, China",536
1598,"Samuel  Kortum Economics Department, Yale University, New Haven, Connecticut (USA)",536
1598,"Eric R. Young Department of Economics, University of Virginia, Charlottesville, Virginia (USA)",536
1598,"Zurab  Sajaia Economics Research, World Bank Group, Washington, District of Columbia (USA)",536
1598,Carlos Pestana Barros †,536
1598,"Andre  Fourcans Département d'Économie, ESSEC Business School, Cergy-Pontoise, France",536
1598,"Stefanie  Stantcheva Department of Economics, Harvard University, Cambridge, Massachusetts (USA)",536
1598,"Robert John Kaestner National Bureau of Economic Research (NBER), Cambridge, Massachusetts (USA)Harris School of Public Policy, University of Chicago, Chicago, Illinois (USA)",536
1606,"David M. Kreps Graduate School of Business, Stanford University, Stanford, California (USA)",535
1606,"William F. Sharpe Graduate School of Business, Stanford University, Stanford, California (USA)",535
1606,"Sudarno  Sumarto SMERU Research Institute, Jakarta, Indonesia",535
1606,"Harvey  Rosen Griswold Center for Economic Policy Studies, Department of Economics, Princeton University, Princeton, New Jersey (USA)",535
1606,"Alfonso  Novales Instituto Complutense de Analisis Economico (ICAE), Facultad de Ciencias Económicas y Empresariales, Universidad Complutense de Madrid, Madrid, Spain",535
1606,"Maurice David Kugler Schar School of Policy and Government, George Mason University, Arlington, Virginia (USA)",535
1612,"Atsushi  Inoue Department of Economics, Vanderbilt University, Nashville, Tennessee (USA)",534
1612,"Petr  Jakubik Institut ekonomických studií, Univerzita Karlova v Praze, Praha, Czech Republic",534
1612,"Kenneth John Button Schar School of Policy and Government, George Mason University, Arlington, Virginia (USA)",534
1612,"Marc  Hallin European Centre for Advanced Research in Economics and Statistics (ECARES), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, Belgium",534
1612,"Philip  Keefer Inter-American Development Bank, Washington, District of Columbia (USA)",534
1612,"Robert Jack MacCulloch Business School, University of Auckland, Auckland, New ZealandMotu: Economic & Public Policy Research, Wellington, New Zealand",534
1612,"Jan Leonard Stuhler Departamento de Economía, Universidad Carlos III de Madrid, Madrid, Spain",534
1612,"Eric  Rosengren Federal Reserve Bank of Boston, Boston, Massachusetts (USA)",534
1612,"Edward  Tower Department of Economics, Duke University, Durham, North Carolina (USA)Faculty of Economics, Chulalongkorn University, Bangkok, Thailand",534
1621,"Rodrigo Reis Soares Insper Instituto de Ensino e Pesquisa, São Paulo, Brazil",533
1621,"Chendi  Zhang Finance Group, Warwick Business School, University of Warwick, Coventry, United Kingdom",533
1621,"Kyle  Bagwell Department of Economics, Stanford University, Stanford, California (USA)",533
1621,"Carol A. Corrado Center for Business and Public Policy, McDonough School of Business, Georgetown University, Washington, District of Columbia (USA)The Conference Board, New York City, New York (USA)",533
1621,"Jonathan  Gruber Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",533
1626,"Antonio  Vezzani Dipartimento di Economia, Università degli Studi Roma Tre, Roma, Italy",532
1626,"Mathias  Drehmann Bank for International Settlements (BIS), Basel, Switzerland",532
1628,"Anil K Kashyap Booth School of Business, University of Chicago, Chicago, Illinois (USA)",531
1628,"Dimitris  Georgarakos European Central Bank, Frankfurt am Main, Germany",531
1628,"Ulrich  Kohler Wirtschafts- und Sozialwissenschafltiche Fakultät, Universität Potsdam, Potsdam, Germany",531
1628,"Carsten  Schroder Forschungsbasierte Infrastruktureinrichtung ""Sozio-oekonomisches Panel (SOEP)"", DIW Berlin (Deutsches Institut für Wirtschaftsforschung), Berlin, Germany",531
1628,"Uta  Schoenberg Department of Economics, University College London (UCL), London, United Kingdom",531
1628,"Michal  Rubaszek Instytut Ekonometrii, Szkoła Główna Handlowa w Warszawie, Warszawa, PolandSzkoła Główna Handlowa w Warszawie, Warszawa, Poland",531
1628,"Catalina  Amuedo-Dorantes Department of Economics, University of California-Merced, Merced, California (USA)",531
1635,"Matthew D. Shapiro Economics Department, University of Michigan, Ann Arbor, Michigan (USA)",530
1635,"Manuel  Frondel RWI - Leibniz-Institut für Wirtschaftsforschung, Essen, GermanyFakultät für Wirtschaftswissenschaft, Ruhr-Universität Bochum, Bochum, Germany",530
1635,Roger M Harbord,530
1635,"Julian  Wright Department of Economics, National University of Singapore (NUS), Singapore, Singapore",530
1635,"Frank  Packer Bank for International Settlements (BIS), Basel, Switzerland",530
1640,"Xin  Meng Research School of Economics, College of Business and Economics, Australian National University, Canberra, Australia",529
1640,"Tommaso  Monacelli Innocenzo Gasparini Institute for Economic Research (IGIER), Università Commerciale Luigi Bocconi, Milano, Italy",529
1640,"Dominic  Rohner Départment d'économétrie et d'économie politique (DEEP), Faculté des Hautes Études Commerciales (HEC), Université de Lausanne, Lausanne, Switzerland",529
1640,"Caroline  Paunov Directorate for Science, Technology and Industry (DSTI), Organisation de Coopération et de Développement Économiques (OCDE), Paris, France",529
1640,"Jay C. Shambaugh Department of Economics, George Washington University, Washington, District of Columbia (USA)",529
1640,"Simona  Iammarino Department of Geography and Environment, London School of Economics (LSE), London, United Kingdom",529
1640,David  Backus †,529
1647,"Joshua C.C. Chan Department of Economics, Krannert School of Management, Purdue University, West Lafayette, Indiana (USA)",528
1647,"Lindsey A. Macmillan Department of Quantitative Social Science, Institute of Education, London, United Kingdom",528
1647,"Yuichi  Furukawa Faculty of Economics, Aichi University, Aichi, Japan",528
1647,"Shelly J Lundberg Department of Economics, University of California-Santa Barbara (UCSB), Santa Barbara, California (USA)",528
1647,"Nicholas Z. Muller Department of Economics, Tepper School of Business Administration, Carnegie Mellon University, Pittsburgh, Pennsylvania (USA)",528
1647,"Daniele  Nosenzo Institut for Økonomi, Aarhus Universitet, Aarhus, Denmark",528
1653,"Thomas  Klitgaard Research and Statistics Group, Federal Reserve Bank of New York, New York City, New York (USA)",527
1653,"Maria  Savona Science Policy Research Unit (SPRU), Sussex Business School, University of Sussex, Brighton, United Kingdom",527
1653,"Pierre  Chiappori Department of Economics, School of Arts and Sciences, Columbia University, New York City, New York (USA)",527
1653,"Jeffrey C. Fuhrer Mossavar-Rahmani Center for Business and Government, Kennedy School of Government, Harvard University, Cambridge, Massachusetts (USA)",527
1653,"Julien  Chevallier Institut de Préparation à l'Administration et à la Gestion (IPAG), Paris, France",527
1658,"Arief Anshory Yusuf Center for Economics and Development Studies, Fakultas Ekonomi, Universitas Padjadjaran, Bandung, Indonesia",526
1658,"Antonio  Estache European Centre for Advanced Research in Economics and Statistics (ECARES), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, Belgium",526
1658,"Juan Pablo  Nicolini Research Department, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota (USA)",526
1658,"Dario  Caldara Federal Reserve Board (Board of Governors of the Federal Reserve System), Washington, District of Columbia (USA)",526
1658,"Xavier  Vives IESE Business School, Universidad de Navarra, Barcelona, Spain",526
1663,"Tommaso  Frattini Dipartimento di Economia, Management e Metodi Quantitativi (DEMM), Università degli Studi di Milano, Milano, Italy",525
1663,"Mark D. Partridge Department of Agricultural, Environmental and Development Economics, Ohio State University, Columbus, Ohio (USA)",525
1663,"Junior  Maih Norges Bank, Oslo, Norway",525
1663,"David Larry Yermack Finance Department, Stern School of Business, New York University (NYU), New York City, New York (USA)",525
1663,"Francisco Javier Buera Department of Economics, Washington University in St. Louis, St. Louis, Missouri (USA)",525
1663,"Miguel  Leon-Ledesma School of Economics, University of Kent, Canterbury, United Kingdom",525
1663,"Andre  Sapir European Centre for Advanced Research in Economics and Statistics (ECARES), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, BelgiumBruegel, Bruxelles/Brussel, Belgium",525
1670,"Joaquin  Maudos Instituto Valenciano de Investigaciones Económicas (IVIE), Valencia, SpainDepartament d'Anàlisi Económica, Facultad de Economía, Universidad de València, València, Spain",524
1670,"Fabio  Schiantarelli Department of Economics, Boston College, Chestnut Hill, Massachusetts (USA)",524
1670,"Roel Maria Wilhelmus Jozef Beetsma Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, Netherlands",524
1670,"Robert  Kollmann Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, Belgium",524
1670,"Andreas  Irmen Centre de Recherche en Économie Appliquée (CREA), Faculté de droit, d'économie et de finance, Université du Luxembourg, Luxembourg, Luxembourg",524
1670,"Theodor Valentin Purcarea Facultatea de Management-Marketing, Universitatea Româno-Americană, Bucureşti, Romania",524
1670,"Matthieu  Darracq Paries European Central Bank, Frankfurt am Main, Germany",524
1670,"Oasis  Kodila-Tedika Faculté d'Économie, Université de Kinshasa, Kinshasa, Congo (Dem. Rep.)",524
1670,"Michael  Stepner Economics Department, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts (USA)",524
1679,"Ryland  Thomas Bank of England, London, United Kingdom",523
1679,"Stephen J. Trejo Department of Economics, University of Texas-Austin, Austin, Texas (USA)",523
1679,"Donald P. Morgan Research and Statistics Group, Federal Reserve Bank of New York, New York City, New York (USA)",523
1679,"Maria  De Paola Dipartimento di Scienze Economiche, Statistiche e Finanziarie ""Giovanni Anania"", Università degli Studi della Calabria, Arcavacata di Rende, Italy",523
1679,"Vijay  Krishna Department of Economics, Pennsylvania State University, State College, Pennsylvania (USA)",523
1684,Theodore W. Schultz †,522
1684,"Erdal  Yalcin Fakultät Wirtschafts-, Kultur- und Rechtswissenschaften, Hochschule Konstanz Technik, Wirtschaft und Gestaltung (HTWG), Konstanz, Germany",522
1684,"Raul  Caruso Dipartimento di Politica Economica, Dipartimenti e Istituti di Scienze Economiche, Università Cattolica del Sacro Cuore, Italy",522
1687,"Philip  McCann Management School, University of Sheffield, Sheffield, United Kingdom",521
1687,"Horacio  Sapriza Department of Finance and Economics, Business, Rutgers University-Newark, Newark, New Jersey (USA)",521
1689,"Naoyuki  Yoshino Asian Development Bank Institute, Asian Development Bank, Tokyo, Japan",520
1689,"Kevin  Lang Department of Economics, Boston University, Boston, Massachusetts (USA)",520
1689,"W Kip Viscusi Department of Economics, Vanderbilt University, Nashville, Tennessee (USA)",520
1689,"Martin  Andersson Institutionen för Industriell Ekonomi, Blekinge Tekniska Högskola, Karlskrona, Sweden",520
1689,"Neil  Lee Department of Geography and Environment, London School of Economics (LSE), London, United Kingdom",520
1689,"Yongmin  Chen Department of Economics, University of Colorado, Boulder, Colorado (USA)",520
1695,"Kim P. Huynh Bank of Canada, Ottawa, Canada",519
1695,"Philip  Verwimp European Centre for Advanced Research in Economics and Statistics (ECARES), Solvay Brussels School of Economics and Management, Université Libre de Bruxelles, Bruxelles, Belgium",519
1695,"Timo  Boppart Institute for International Economic Studies (IIES), Stockholms Universitet, Stockholm, Sweden",519
1695,"Barry Kent Goodwin Department of Agricultural and Resource Economics, North Carolina State University, Raleigh, North Carolina (USA)",519
1695,"Nigel  Rice Centre for Health Economics, Department of Economics and Related Studies, University of York, York, United Kingdom",519
1700,Adib Rifqi  Setiawan,518
1700,"Laurens  Cherchye Centrum voor Economische Studiën, Faculteit Economie en Bedrijfswetenschappen, KU Leuven, Leuven, Belgium",518
1700,"Davide  Cantoni Volkswirtschaftliche Fakultät, Ludwig-Maximilians-Universität München, München, Germany",518
